numero,pregunta,documento_esperado,pagina_esperada,sin_respuesta,rank,documento,titulo_documento,pagina_inicio,pagina_fin,chunk_id,chunk_global_id,vector_posicion,similitud,documento_correcto,chunk_relevante,texto
5,¿Cuánto se paga en dólares por la reposición de un título académico?,reglamento_arancel_academico_ues.pdf,2.0,False,8,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,5,5,20,342,341,0.5829078555107117,False,False," donde realizará sus estudios, esta asignación mensual podrá ejecutarse, incluso dentro de un mismo país, conforme a la realidad de los costos de la localidad. c) Pago de las cuotas de escolaridad, derechos de examen y otros similares, incluyendo gastos por elaboración de tesis y/o investigación y su respectiva publicación. d) Una suma anual para la compra de libros imprescindibles para su estudio que hará contra presentación de facturas pro forma. e) Pago del curso del idioma extranjero en que se seguirá sus estudios hasta un período de 6 meses, en el caso del literal g, del Art. 28. f) El pago de seguro contra accidentes y enfermedad, que será contratado en el país y entregado al becario antes de su viaje. g) Pago de los gastos por asistencia a Congresos, Seminarios y Eventos relacionado"
5,¿Cuánto se paga en dólares por la reposición de un título académico?,reglamento_arancel_academico_ues.pdf,2.0,False,9,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,7,7,31,660,659,0.5808321237564087,False,False,"ivo no docente, que su salario sea menor a cuatro salarios mínimos urbanos, recibirá la bonificación y aguinaldo por un monto equivalente a cuatro salarios mínimos urbanos. Dichas prestaciones en los montos mencionados, se harán efectivas de acuerdo a la asignación presupuestaria para las mismas; mientras esto no suceda, se seguirán aplicando en la forma prevista en el artículo 92 del Reglamento General de la Ley Orgánica. Día del Trabajador Universitario Art. 12. - La Universidad reconocerá suspensión de labores al Personal Académico y Administrativo no Docente el día veintiséis de junio “Día del Trabajador Universitario”, asimismo proveerá de recursos económicos a quienes considere conveniente para se promuevan actos socio culturales en conmemoración de dicha fecha. Inversión en salud Ar"
5,¿Cuánto se paga en dólares por la reposición de un título académico?,reglamento_arancel_academico_ues.pdf,2.0,False,10,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,11,11,47,369,368,0.5640889406204224,False,False,"udiante si ya goza de los beneficios de uno de los tipos de becas mencionados en el artículo 49 de este Reglamento. Los requisitos que deben cumplir los estudiantes para ser candidatos a una beca a la excelencia, son los siguientes: a) Haber aprobado el cincuenta por ciento de su carrera como mínimo en la Facultad correspondiente; b) Obtener el máximo CUM de su Facultad en el año académico correspondiente; y c) Haber estudiando en la Universidad como estudiante regular, durante los dos años anteriores a la elección. De la distribución Art. 63. - La distribución de las Becas a la Excelencia se hará de la siguiente manera: a) Una beca por cada Facultad del Campus Universitario Central; y b) Tres becas para cada una de las Facultades Multidisciplinarias, las cuales serán repartidas por áreas "
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,1,reglamento_unidades_valorativas_cum_ues.pdf,Reglamento del Sistema de Unidades Valorativas y de Coeficiente de Unidades de Mérito de la Universidad de El Salvador,1,2,4,747,746,0.6161562204360962,False,False,"ras de clase, los laboratorios, las prácticas, discusiones y cualquier otra actividad académica establecida en el respectivo plan y programa de estudios.

405 Cada Unidad Valorativa equivaldrá como mínimo a veinte horas de trabajo del estudiante, atendidas por un profesor, en un ciclo de dieciséis semanas entendiéndose la hora académica de cincuenta minutos. b) UNIDAD DE MÉRITO (UM): La Unidad de Merito es la calificación final de cada asignatura, multiplicada por sus Unidades Valorativas. c) COEFICIENTE DE UNIDADES DE MERITO (CUM): Es el cociente resultante de dividir el total de unidades de mérito ganadas, entre el total de unidades valorativas de las asignaturas cursadas y aprobadas. d) ASIGNATURA: Para efectos de cálculo del CUM, el término asignatura será aplicable indistintamente par"
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,2,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,10,10,41,363,362,0.6133328676223755,False,False," por el uso de los laboratorios de índole científico-técnico en su Facultad; y f) El subsidio de libros, de conformidad al artículo 59 de este Reglamento. “El beneficio se limitará a exoneración del pago de las cuotas de matrícula y escolaridad, cuando su promedio global de notas no alcance el mínimo requerido para el goce de la beca y siempre que la situación socioeconómica del grupo familiar del estudiante no hubiere mejorado sustancialmente, según el informe de la UESE” (3) Deberes de los Beneficiarios. Art. 57. - Son deberes de los becarios mientras dure la vigencia de la beca, los siguientes: a) Cumplir con la carga académica del Plan de Estudios en la carrera que cursa y obtener la nota promedio global requerida para cada Ciclo lectivo, así como no reprobar asignaturas; b) Cumplir co"
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,3,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,13,13,61,690,689,0.6098145842552185,False,False,"a, debidamente comprobados y obtenidos en Instituciones Nacionales o Internacionales de reconocido prestigio, adicionales al grado académico mínimo exigido para el ingreso a la carrera del personal académico. Dependiendo de la naturaleza de los estudios acreditados, la ponderación en puntos será como sigue: 1) Doctorados con carácter de Post-Grado: 12 puntos 2) Maestría: 10 puntos 3) Cursos de 181-240 horas hasta un máximo de tres cursos: 2 puntos cada uno 4) Cursos de 141-180 horas hasta un máximo de tres cursos: 1.5 puntos cada uno 5) Cursos de 101-140 horas hasta un máximo de tres cursos: 1.0 punto cada uno 6) Cursos de 60-100 horas hasta un máximo de tres cursos: 0.5 puntos cada uno. El puntaje máximo obtenible en este aspecto en cada categoría se puede obtener mediante Maestría o Doct"
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,4,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,5,5,20,342,341,0.5988326668739319,False,False," donde realizará sus estudios, esta asignación mensual podrá ejecutarse, incluso dentro de un mismo país, conforme a la realidad de los costos de la localidad. c) Pago de las cuotas de escolaridad, derechos de examen y otros similares, incluyendo gastos por elaboración de tesis y/o investigación y su respectiva publicación. d) Una suma anual para la compra de libros imprescindibles para su estudio que hará contra presentación de facturas pro forma. e) Pago del curso del idioma extranjero en que se seguirá sus estudios hasta un período de 6 meses, en el caso del literal g, del Art. 28. f) El pago de seguro contra accidentes y enfermedad, que será contratado en el país y entregado al becario antes de su viaje. g) Pago de los gastos por asistencia a Congresos, Seminarios y Eventos relacionado"
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,5,reglamento_arancel_academico_ues.pdf,Reglamento General de Arancel Académico de la Universidad de El Salvador,2,3,6,319,318,0.5968760251998901,True,True,"OGADO - - 22. Certificación de programas (por asignatura), para uso externo 10.00 1.14

3 CAPITULO III DISPOSICIONES GENERALES Otros Aranceles: Art. 4.- Los pagos por concepto de laboratorios, uso de equipo y locales, serán asignados por la Junta Directiva de cada Facultad y presentados a la Asamblea General Universitaria para su debida aprobación con todas las justificaciones necesarias. Cobro por laboratorios Art. 5.- Los cobros por el uso de laboratorio no podrán exceder por estudiante: COLONES DOLARES 75.00 8.57 Si un estudiante cursara una materia en otra Facultad y en ésta lleva laboratorio, la Facultad que imparte la materia le cobrará por el uso de éste, un máximo de: COLONES DOLARES 25.00 2.86 Exoneración. Art. 6.- Únicamente los aranceles a que se refieren los artículos 4 y 5 pod"
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,6,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,15,15,67,696,695,0.5881602764129639,False,False,"nes pertinentes, se iniciará la aplicación del escalafón con base en la siguiente Escala de Salarios: CLASE CATEGORIA SALARIO $ PROFESOR UNIVERSITARIO I 1,300.00 PROFESOR UNIVERSITARIO II 1,600.00 PROFESOR UNIVERSITARIO III 2,000.00 PROFESOR UNIVERSITARIO IV 2,400.00 Ajuste periódico Art. 48. - Los valores monetarios de la escala salarial a que se refiere el artículo anterior, deberán ser ajustados cada año tomando como parámetro el Índice de Precios al Consumidor, debiendo incorporarse los cambios resultantes de ese ajuste en el Anteproyecto de Presupuesto de la Universidad. Todo aumento de sueldos que de manera general se apruebe para todos los empleados públicos por decreto legislativo o ejecutivo, incrementará de manera automática los salarios aprobados para cada nivel escalafonario. S"
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,7,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,13,13,59,688,687,0.5777767896652222,False,False,"uración tomando como base de medida la asignación de ½ punto por cada 20 horas adicionales. El académico que obtenga el título de Maestría o Diplomado en Docencia Universitaria tendrá derecho a 8 puntos. En las categorías de la clase Profesor Universitario, que de acuerdo al reglamento se permita el ingreso por concurso de oposición a personal no inscrito en el registro escalafonario, se admitirá llenar este requisito por medio de cursos de capacitación servidos por otras instituciones legalmente establecidas y de reconocido prestigio. Proyección Social Art. 41. - La Proyección Social se refiere a la participación del académico en actividades planificadas por la Universidad o cada Facultad con el propósito de poner a los miembros de la comunidad universitaria en contacto con la realidad pa"
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,8,ley_organica_ues.pdf,Ley Orgánica de la Universidad de El Salvador,17,17,81,298,297,0.5585012435913086,False,False,"los ingresos que la Universidad obtenga en concepto de cuotas, derechos, honorarios y retribuciones, constituirán un fondo especial destinado, por lo menos en un setenta por ciento, al otorgamiento de becas para estudiantes de escasos recursos económicos de todo el país, programas de bienestar estudiantil, incluyendo recreaciones y deportes, adquisición de recursos de aprendizaje y estímulos a la excelencia académica. El resto se empleará en la forma que lo determine el Consejo Superior Universitario, de conformidad con los planes de desarrollo de la Universidad. Se exceptúan de dicho fondo, además de las asignaciones presupuestarias del Estado, las donaciones, herencias, legados, fideicomisos y subsidios a favor de la Universidad, que sólo podrán destinarse conforme a las disposiciones ex"
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,9,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,47,47,162,162,161,0.5542859435081482,False,False,"llar su trabajo de graduación en la Administración Académica de cada Facultad, mediante el sistema académico que la Junta Directiva establezca previamente. PARTICIPACIÓN INDIVIDUAL O COLECTIVA. Artículo 193. Los estudiantes inscritos, podrán participar en el Trabajo de Grado y desarrollar su investigación en forma individual o colectiva, en este último caso, el número será de un máximo de tres participantes y podrá ser ampliado de acuerdo a la magnitud de la investigación como máximo cinco participantes conforme a circunstancias especiales calificadas por la Junta Directiva de la Facultad. La investigación individual o colectiva estará determinada por la naturaleza y complejidad del objeto de la misma, a juicio de la coordinación del proceso de graduación.*** APROBACION DEL TEMA DE INVESTI"
6,¿Cuál es el cobro máximo en dólares por laboratorio cuando una materia se cursa en otra Facultad?,reglamento_arancel_academico_ues.pdf,3.0,False,10,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,12,12,56,685,684,0.551491379737854,False,False,"obtenga el puntaje mínimo de cada aspecto a calificar y el puntaje total correspondiente a una categoría superior, será escalafonado en esta última sin tomar en cuenta el tiempo de servicio. Si un académico no obtuviere el promedio exigido de sus notas de evaluación para pasar a una categoría superior, después de 3 años de servicio en una categoría determinada, deberá hacer un año más sobre dichos tres años por cada ½ punto de promedio no alcanzado y se promoverá toda vez que obtenga un promedio general de sus notas en esa categoría igual o mayor a 7.00. El académico que ingrese a la carrera docente mediante concurso de oposición puede ser promovido a una categoría superior, aunque no cumpla con el tiempo de servicio necesario establecido en la Escala de Calificación Escalafonaria, toda ve"
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,1,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,9,9,36,358,357,0.8085662126541138,True,True,"erdo a la disponibilidad financiera de la UES, la población estudiantil activa que reúna los requisitos establecidos en el presente reglamento podrá optar a los siguientes tipos de becas: 1) Beca remunerada diferenciada; 2) Beca a la excelencia; 3) Beca de estímulo; y 4) Beca de intercambio académico. Derechos y Restricciones del Egresado Art. 50. - Los estudiantes becarios que adquieran la calidad de egresados continuarán gozando de la beca en los meses en que se encuentren inscritos y desarrollen efectivamente su proceso de graduación en período ordinario según lo establecido en el Reglamento General de Procesos de Graduación. Se podrá gozar de este derecho por una sola vez, no siendo aplicable a las prórrogas obtenidas en el desarrollo de dicho proceso de graduación. La UESE establecerá"
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,2,ley_organica_ues.pdf,Ley Orgánica de la Universidad de El Salvador,17,17,81,298,297,0.7369003891944885,False,False,"los ingresos que la Universidad obtenga en concepto de cuotas, derechos, honorarios y retribuciones, constituirán un fondo especial destinado, por lo menos en un setenta por ciento, al otorgamiento de becas para estudiantes de escasos recursos económicos de todo el país, programas de bienestar estudiantil, incluyendo recreaciones y deportes, adquisición de recursos de aprendizaje y estímulos a la excelencia académica. El resto se empleará en la forma que lo determine el Consejo Superior Universitario, de conformidad con los planes de desarrollo de la Universidad. Se exceptúan de dicho fondo, además de las asignaciones presupuestarias del Estado, las donaciones, herencias, legados, fideicomisos y subsidios a favor de la Universidad, que sólo podrán destinarse conforme a las disposiciones ex"
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,3,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,9,10,39,361,360,0.7161662578582764,True,False,"judicadas a otros estudiantes que cumplan con los requisitos del presente Reglamento. Alcance y beneficio de la beca Art. 54. El beneficio de la beca aplicará únicamente para aquellos estudiantes que cursan por primera vez estudios universitarios en el nivel de pregrado. En el caso de los egresados o graduados de profesorado, el beneficio de la beca podrá ser extensivo si reingresan a estudiar una nueva carrera, previo estudio socioeconómico. (4)

419 Duración y Renovación de las Becas Art. 55. - El período efectivo del beneficio de la beca comprenderá los meses correspondientes a un Ciclo Académico y podrá ser renovada automáticamente por la UESE para el Ciclo siguiente, una vez conocido el rendimiento académico del estudiante en el Ciclo inmediato anterior y verificada la continuidad en "
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,4,ley_organica_ues.pdf,Ley Orgánica de la Universidad de El Salvador,3,4,14,231,230,0.6910310387611389,False,False,"n y conservación de las mismas, determinado en un reglamento especial. En dicho reglamento se establecerán las distintas clases de becas, así como los requisitos que deben llenar los educandos para hacerse acreedores a ellas; y se fijarán, además, las condiciones en que los miembros del personal académico podrán gozarías. Las becas para estudiar en el extranjero, sólo serán concedidas a salvadoreños. Los becarios tendrán la obligación, una vez terminados sus estudios, de prestar servicios preferentemente a la Universidad. El reglamento a que se refiere el inciso anterior determinará la forma de hacer efectiva esta obligación y las sanciones en caso de incumplimiento. CAPÍTULO III DE LA INTEGRACIÓN, ESTRUCTURA ORGÁNICA Y GOBIERNO DE LA UNIVERSIDAD Sección Primera Estructura orgánica

79 Int"
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,5,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,11,11,47,369,368,0.6866950392723083,True,False,"udiante si ya goza de los beneficios de uno de los tipos de becas mencionados en el artículo 49 de este Reglamento. Los requisitos que deben cumplir los estudiantes para ser candidatos a una beca a la excelencia, son los siguientes: a) Haber aprobado el cincuenta por ciento de su carrera como mínimo en la Facultad correspondiente; b) Obtener el máximo CUM de su Facultad en el año académico correspondiente; y c) Haber estudiando en la Universidad como estudiante regular, durante los dos años anteriores a la elección. De la distribución Art. 63. - La distribución de las Becas a la Excelencia se hará de la siguiente manera: a) Una beca por cada Facultad del Campus Universitario Central; y b) Tres becas para cada una de las Facultades Multidisciplinarias, las cuales serán repartidas por áreas "
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,6,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,5,5,24,653,652,0.6704246997833252,False,False,"nía con las necesidades de la Institución; j) Un año sabático cuando se trate de personal académico; y k) Uso de los centros de recreación que deberá crear la Universidad a través del Consejo Superior Universitario; t) Recibir información oportuna respecto a becas, premios y distinciones honoríficas, nacionales o internacionales y demás estímulos a que se hagan acreedores, así como de recibir el apoyo correspondiente para desarrollar proyectos culturales, académicos, científicos y sindicales en forma individual o colectiva; u) Accesar a los servicios que presten los centros de desarrollo infantil que deberá crear la Universidad a través del Consejo Superior Universitario, para la atención de los hijos e hijas de los trabajadores; y v) Los demás derechos que establezcan las leyes y los regl"
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,7,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,1,1,3,325,324,0.6679655313491821,True,False,"ará oportunidad al personal pero cuando se comprobaré que existe conveniencia institucional podrán optar personas de nacionalidad extranjera, siempre que se trate de becas para estudios internos. CAPITULO II CONCEPTOS Y OBJETIVOS Art. 2. - Para los efectos de este Reglamento se entiende por Beca la dotación económica, destinada a cubrir total o parcialmente la satisfacción de los gastos necesarios para la realización de estudios de nivel superior, orientados a la obtención de un Título, para realizar investigación científica, tecnológica de carácter académico o administrativo, que esté considerada en los programas Estratégicos de desarrollo institucional. También se entenderá por Beca la extensión total o parcial de responsabilidad académica o administrativa, con el fin de utilizar el tiem"
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,8,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,10,10,43,365,364,0.666190505027771,True,False," pago de las becas a los estudiantes beneficiarios se realizará por la Universidad en la última semana de cada mes que corresponda. La entidad responsable de realizar el pago de las mismas será la Tesorería de la Universidad, en el plazo antes mencionado. El estudiante becario contará con cinco días hábiles para firmar planilla, contados a partir del primer días señalado para realizar esta actividad según la programación que dará a conocer la Tesorería, vencido este plazo podrá ejercer el derecho a que se refiere el inciso siguiente. El estudiante que por causa debidamente justificada no hubiese firmado planilla de pago, deberá presentar dentro de los quince días calendario siguientes, solicitud ante el CBE para que se tramite el pago correspondiente. Caso contrario perderá el derecho al c"
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,9,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,12,12,49,371,370,0.6614229679107666,True,False,"s que cumplan cualquiera de las condiciones siguientes: a) Participación distinguida en actividades culturales y/o académicas en forma activa y permanente, individualmente y por grupos que representen a la Universidad en actividades como Teatro, Ballet, Poesía, Pintura, Danza, Literatura y otros; y b) Participación distinguida en actividades deportivas, en forma activa y permanente, individualmente o por grupos que representen a la Universidad en torneos nacionales e internacionales. La Beca de Estímulo será asignada al inicio del primer ciclo de cada Año Académico, independientemente de la condición económica del estudiante. La naturaleza de los beneficios de ésta y la respectiva fuente de financiamiento será acordada por el CSU. Tramitación Art. 66. - Las Becas a la Excelencia y las de E"
7,¿Qué tipos de beca puede solicitar la población estudiantil activa?,reglamento_becas_ues.pdf,9.0,False,10,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,22,23,78,78,77,0.6599085330963135,False,False,"anciera al último ciclo que inscribió Unidades de Aprendizaje y en su defecto al último mes en que realizó gestión académico-administrativa. Los estudiantes que se activen, se incorporarán al último Plan de Estudios vigente en el Ciclo y año de su activación. Todo aquel estudiante inactivo por un período igual o mayor a cinco años deberá realizar trámite de revisión o asignación de cuota en la Unidad de Estudios Socioeconómicos. Definiciones Art. 79-A. Para efectos de la correcta aplicación del presente Reglamento, se entenderá por: Estudiante matriculado Es el estudiante que tiene matrícula vigente, conforme al artículo 40 de la Ley Orgánica, lo cual se comprobará con el recibo de pago de cuota de matrícula. Estudiante activo

23 Es el estudiante matriculado en el año académico correspond"
8,¿De qué pagos queda exonerado quien recibe una Beca Remunerada Diferenciada?,reglamento_becas_ues.pdf,10.0,False,1,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,9,9,37,359,358,0.6721833944320679,True,False," los mecanismos para verificar si el egresado se encuentra desarrollando alguna actividad laboral remunerada o si goza de remuneración en el desarrollo de su servicio social, casos en los que se cancelará la beca concedida. Sección Segunda Beca Remunerada Diferenciada Beneficiarios y Monto Art. 51. - La Beca Remunerada Diferenciada podrá ser otorgada a estudiantes de la Universidad que califiquen de acuerdo a las disposiciones del presente Reglamento. El monto de la Beca que se asigne de manera específica a cada Becario será determinado con base en el respectivo estudio socioeconómico que realizará la UESE y estará comprendido entre QUINCE (15) y TREINTA (30) días de salario mínimo urbano. Criterios de Selección. Art. 52. -La adjudicación así como la prórroga de las becas, se hará con base"
8,¿De qué pagos queda exonerado quien recibe una Beca Remunerada Diferenciada?,reglamento_becas_ues.pdf,10.0,False,2,reglamento_general_ley_organica_ues.pdf,Reglamento General de la Ley Orgánica de la Universidad de El Salvador,22,22,96,613,612,0.614668607711792,False,False,"ectivo; c) Aguinaldo; d) Prestación económica por enfermedad grave; y e) Prestación económica por renuncia, supresión de plaza, terminación del contrato, defunción o despido sin causa justificada. Bonificación y Aguinaldo Art.92. - Los trabajadores de la UES, recibirán una bonificación anual que se pagará en el mes de Junio, de acuerdo a la disponibilidad presupuestaria para la misma. El CSU queda facultado para aprobar las tablas de aguinaldos para los funcionarios, docentes, empleados y trabajadores de la Universidad. Las compensaciones que se fijen en concepto de aguinaldo serán inembargables. Las demás prestaciones a que tendrán derecho los trabajadores de la UES se regularán en los demás reglamentos, o por acuerdo del CSU. Fondo Universitario de Protección Art. 93. - Se ratifica la ex"
8,¿De qué pagos queda exonerado quien recibe una Beca Remunerada Diferenciada?,reglamento_becas_ues.pdf,10.0,False,3,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,5,5,20,649,648,0.6143210530281067,False,False,"s extraordinariamente, o a la remuneración adicional a que se refiere el artículo 94 del Reglamento General de la Ley Orgánica; i) Recibir el pago de los viáticos derivados del desempeño de su cargo, para realizar las labores encomendadas fuera de la sede en la que esté destacado; j) A permiso con goce de sueldo por dos horas diarias dentro de la jornada laboral para realizar cualquier nivel de estudios dentro o fuera de la Universidad, cuando no hubiere interferencias entre ambas actividades y siempre que estuviere nombrado o contratado a tiempo integral o tiempo completo; k) Que se le proporcione por parte de la institución los recursos necesarios para el buen desempeño de su labor; l) Asociarse libremente en las organizaciones sindicales o profesionales legalmente constituidas, para su "
8,¿De qué pagos queda exonerado quien recibe una Beca Remunerada Diferenciada?,reglamento_becas_ues.pdf,10.0,False,4,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,3,3,11,640,639,0.6014913320541382,False,False,"calafón académico o administrativo que acepte un cargo de los excluidos en el Sistema de Escalafón tendrá derecho a gozar de licencia sin goce de sueldo en el cargo anterior y a regresar al mismo o a otro de igual o mayor categoría dentro de su clasificación escalafonaria al terminar sus funciones; el tiempo de servicio en esos cargos se computará como tiempo de servicio dentro del propio nivel escalafonario al cual pertenece el trabajador. El presente régimen especial, no afecta el goce de los demás derechos regulados por este Reglamento. Definiciones Generales Art. 6. - Para efectos de la correcta aplicación del presente Reglamento, se entenderá por: 1) Carrera del Personal Académico y Administrativo no docente: Es el proceso, mediante el cual los sujetos del presente sistema de escalafó"
8,¿De qué pagos queda exonerado quien recibe una Beca Remunerada Diferenciada?,reglamento_becas_ues.pdf,10.0,False,5,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,11,11,45,367,366,0.6000356674194336,True,False,"ización del segundo ciclo del Año Académico. De la pérdida de la Beca Remunerada Diferenciada Art. 60. - La Beca Remunerada Diferenciada se pierde en los siguientes casos: a) No haber alcanzado el promedio mínimo requerido o reprobar una o más asignaturas; b) Por sanción por infracciones Disciplinarias; c) Por comprobarse falsedad en la información presentada, ocultamiento o tergiversación en su solicitud y/o en cualquiera otra información que el organismo competente requiera; d) Por suspensión o abandono de sus estudios universitarios; e) Por reserva de matrícula; f) Por no llevar la carga académica correspondiente según el plan de estudios de su carrera; y g) Por mejoras económicas de su grupo familiar debidamente comprobadas. Reconsideración Art. 61. - El estudiante becario continuará g"
8,¿De qué pagos queda exonerado quien recibe una Beca Remunerada Diferenciada?,reglamento_becas_ues.pdf,10.0,False,6,reglamento_unidades_valorativas_cum_ues.pdf,Reglamento del Sistema de Unidades Valorativas y de Coeficiente de Unidades de Mérito de la Universidad de El Salvador,3,3,10,753,752,0.5986737012863159,False,False,"rífico, serán exonerados del pago de los gastos institucionales de graduación, se les postulará a través de la Rectoría, ante organismos nacionales e internacionales, para la obtención de becas de post grado o en la gestión de plazas de trabajo en Instituciones Estatales o empresas privadas, acordes a su rendimiento y su grado académico, de conformidad al artículo 72 literal c) del Reglamento de la Ley Orgánica de la UES. Se les garantizará el acceso en los programas de becas que se creen para cursar los post grados en la Universidad. También gozarán de prioridad en el concurso para ingresar al ejercicio de la docencia en la UES. La administración académica de cada Facultad será la responsable de verificar y elaborar la nómina de estudiantes que obtengan el CUM Honorífico por cada carrera,"
8,¿De qué pagos queda exonerado quien recibe una Beca Remunerada Diferenciada?,reglamento_becas_ues.pdf,10.0,False,7,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,6,6,26,348,347,0.574509859085083,True,False," los siguientes motivos: a) Terminación del plazo por el que fue concedida, incluyendo la prórroga. b) Finalización de la actividad que la beca determina. c) Renuncia del beneficiario. d) Imposibilidad del beneficiario de continuar su actividad por motivos de salud, de familia o cualquier otro, a juicio del Consejo de Becas, ratificado por el Consejo Superior Universitario. e) Incumplimiento de parte del beneficiario de las obligaciones que la Beca impone. f) No estar justificada la continuación de la actividad del beneficiario, a juicio del Consejo de Becas, ratificado por el Consejo Superior Universitario. Art. 36. - La caducidad de la Beca en los Casos de las letras a,b,c del anterior artículo será automática. En los casos de los literales d, e y f, será necesario que el Consejo de Beca"
8,¿De qué pagos queda exonerado quien recibe una Beca Remunerada Diferenciada?,reglamento_becas_ues.pdf,10.0,False,8,reglamento_becas_ues.pdf,Reglamento de Becas de la Universidad de El Salvador,11,11,46,368,367,0.5673910975456238,True,False,"ozando del beneficio de la Beca Remunerada Diferenciada, únicamente por un ciclo más, si el promedio global alcanzado fuese menor que 7.00 e igual a 6.95. Si tal situación persiste, el estudiante podrá hacer uso del recurso de reconsideración sólo por una vez más. Cuando el estudiante hubiere perdido su beca, por causa justificada debidamente comprobada, podrá dentro de los quince días calendario subsiguientes al de la notificación respectiva, solicitar ante el CBE le sea reconsiderada la continuidad del beneficio de la beca que ha gozado. Sección Tercera De los otros Tipos de Becas Beca a la Excelencia. Art. 62. - La beca a la Excelencia, se otorgará al final de cada año académico al mejor estudiante de cada Facultad, seleccionado por acuerdo de Junta Directiva, sin detrimento para el est"
